what,kind,bundleId,bundleVersion,description,time
started,bundle,com.google.gdt.eclipse.designer.SmartGWT,2.4.2.r37x201110181249,"com.google.gdt.eclipse.designer.SmartGWT",1398795138997
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.4.2.r37x201110181239,"com.google.gdt.eclipse.designer.UiBinder",1398795138997
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1398795138998
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1398795138999
started,bundle,org.eclipse.wb.core,1.2.0.r37x201109270310,"org.eclipse.wb.core",1398795138999
started,bundle,org.eclipse.wb.core.lib,1.2.0.r37x201109270310,"org.eclipse.wb.core.lib",1398795139000
started,bundle,org.eclipse.wb.discovery.core,1.2.0.r37x201109270333,"org.eclipse.wb.discovery.core",1398795139000
os,sysinfo,,,"win32",1398795139003
arch,sysinfo,,,"x86_64",1398795139003
ws,sysinfo,,,"win32",1398795139003
locale,sysinfo,,,"pt_PT",1398795139003
processors,sysinfo,,,"4",1398795139003
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1398795139003
java.runtime.version,sysinfo,,,"1.7.0_51-b13",1398795139003
java.specification.name,sysinfo,,,"Java Platform API Specification",1398795139003
java.specification.vendor,sysinfo,,,"Oracle Corporation",1398795139003
java.specification.version,sysinfo,,,"1.7",1398795139003
java.vendor,sysinfo,,,"Oracle Corporation",1398795139003
java.version,sysinfo,,,"1.7.0_51",1398795139003
java.vm.info,sysinfo,,,"mixed mode",1398795139003
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1398795139003
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1398795139003
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1398795139003
java.vm.specification.version,sysinfo,,,"1.7",1398795139003
java.vm.vendor,sysinfo,,,"Oracle Corporation",1398795139003
java.vm.version,sysinfo,,,"24.51-b03",1398795139003
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1398795139006
started,bundle,org.eclipse.wb.discovery.ui,1.2.0.r37x201109270333,"org.eclipse.wb.discovery.ui",1398795139126
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1398795139159
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1398795139213
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1398795139215
error,log,,,"DDMS files not found: C:\\eclipse_64bit\\platform-tools\\adb.exe C:\\eclipse_64bit\\tools\\hprof-conv.exe C:\\eclipse_64bit\\tools\\traceview.bat ",1398795139227
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1398795139234
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1398795139300
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1398795139304
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1398795139305
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1398795140160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1398795148214
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1398795149546
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.edit.text.openLocalFile",1398795149566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1398795152174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1398795244622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1398795244628
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1398795245353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1398795246309
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1398795246421
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1398795246591
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1398795246594
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1398795246719
